Customer_ID,Age,Gender,City,Annual_Income,Product_Category,Purchase_Amount,Customer_Rating,Orders
1389,33.0,Male,Jaipur,658400.0,Home & Kitchen,6935.6,4.2,4
1390,18.0,Female,Kota,787100.0,Clothing,2778.55,2.5,3
1391,31.0,Female,Jaipur,861600.0,Sports,4675.44,3.3,4
1392,31.0,Female,Jodhpur,684600.0,Sports,4947.49,3.0,6
1393,27.0,Other,Udaipur,853800.0,Electronics,8704.41,2.5,5
1394,35.0,Other,Kota,228000.0,Books,4419.67,3.9,4
1395,37.0,Female,Kota,936300.0,Electronics,500.0,2.2,3
1396,32.0,Male,Bikaner,717500.0,Clothing,6309.78,2.9,6
1397,38.0,Male,Ajmer,844000.0,Sports,3662.15,3.4,5
1398,33.0,Male,Jaipur,430400.0,Electronics,5293.79,3.2,3
1399,36.0,Female,Udaipur,500500.0,Clothing,5009.25,4.1,6
1400,25.0,Male,Jaipur,676300.0,Clothing,4597.85,4.0,4
1401,29.0,Female,Jaipur,646900.0,Books,6938.75,4.4,6
1402,33.0,Female,Jodhpur,701000.0,Home & Kitchen,1827.7,4.3,8
1404,27.0,Male,Ajmer,332300.0,Sports,6704.88,3.8,4
1405,36.0,Male,Bikaner,825300.0,Home & Kitchen,3849.01,4.0,6
1406,29.0,Male,Kota,651500.0,Books,1660.63,4.2,4
1407,30.0,Female,Bikaner,613300.0,Electronics,6670.82,3.9,6
1408,38.0,Female,Jodhpur,385200.0,Clothing,7670.81,3.8,5
1409,18.0,Female,Ajmer,740500.0,Sports,5101.01,3.6,4
1410,19.0,Male,Ajmer,215500.0,Sports,886.14,3.2,3
1411,18.0,Male,Jaipur,766700.0,Books,6753.13,4.1,5
1412,18.0,Male,Udaipur,381400.0,Clothing,1548.25,3.7,4
1413,25.0,Female,Bikaner,659600.0,Electronics,5879.36,3.3,6
1414,38.0,Female,Udaipur,628500.0,Sports,3247.58,3.3,5
1415,28.0,Male,Ajmer,860500.0,Books,2648.35,3.0,4
1416,33.0,Female,Ajmer,617800.0,Clothing,4227.8,4.5,6
1417,41.0,Male,Udaipur,525100.0,Home & Kitchen,4796.75,3.9,9
1418,43.0,Female,Jaipur,558800.0,Books,3782.74,3.2,2
1419,30.0,Male,Udaipur,879100.0,Home & Kitchen,6495.15,4.4,4
1420,43.0,Male,Jodhpur,746500.0,Sports,4218.65,3.4,7
1421,32.0,Female,Udaipur,580600.0,Electronics,7356.42,2.8,5
1422,23.0,Male,Kota,607400.0,Clothing,5818.58,4.5,6
1423,26.0,Male,Udaipur,367900.0,Electronics,3665.37,3.4,6
1424,18.0,Male,Jodhpur,719900.0,Books,3294.93,3.5,5
1425,23.0,Male,Jodhpur,333200.0,Books,1575.51,3.8,2
1426,28.0,Female,Bikaner,785300.0,Sports,5839.61,4.6,9
1427,38.0,Female,Jaipur,673200.0,Home & Kitchen,4419.91,3.8,4
1428,31.0,Female,Jodhpur,1079700.0,Electronics,500.0,3.0,3
1429,19.0,Male,Ajmer,452000.0,Home & Kitchen,4021.43,4.2,1
1430,35.0,Female,Jaipur,631500.0,Electronics,3217.73,3.5,7
1431,22.0,Male,Udaipur,973700.0,Books,8666.49,5.0,6
1432,35.0,Male,Jodhpur,864500.0,Books,1453.89,3.8,5
1433,30.0,Male,Jaipur,645950.0,Sports,2029.03,2.2,2
1434,18.0,Female,Udaipur,690300.0,Clothing,7641.93,4.1,2
1435,39.0,Female,Kota,650400.0,Clothing,8184.88,5.0,5
1436,26.0,Female,Jodhpur,700800.0,Electronics,3561.04,4.9,4
1437,26.0,Female,Jaipur,524200.0,Home & Kitchen,3809.41,5.0,6
1438,21.0,Female,Jaipur,633900.0,Home & Kitchen,6555.72,3.1,8
1440,35.0,Female,Ajmer,674300.0,Books,1105.37,3.3,2
1441,29.0,Male,Jodhpur,731000.0,Electronics,4582.39,4.0,3
1442,34.0,Male,Jodhpur,609100.0,Clothing,8609.76,2.9,3
1443,34.0,Male,Udaipur,359300.0,Home & Kitchen,4241.39,3.3,6
1444,43.0,Female,Udaipur,827900.0,Clothing,5422.06,3.3,3
1445,28.0,Female,Jodhpur,715600.0,Electronics,7694.34,4.4,3
1446,18.0,Female,Jaipur,519300.0,Sports,9835.15,4.4,4
1447,41.0,Male,Kota,599500.0,Books,3930.93,4.0,5
1448,28.0,Female,Udaipur,379900.0,Home & Kitchen,5162.96,2.9,5
1449,41.0,Male,Udaipur,465400.0,Clothing,9208.52,3.6,4
1450,34.0,Male,Jodhpur,553200.0,Sports,1851.16,3.3,5
1451,30.0,Male,Ajmer,871100.0,Electronics,7460.68,4.4,3
1452,34.0,Male,Kota,534900.0,Home & Kitchen,2959.71,4.6,3
1453,49.0,Female,Udaipur,765200.0,Sports,5425.44,4.5,7
1454,50.0,Male,Jodhpur,553100.0,Sports,4666.24,3.3,6
1455,32.0,Female,Bikaner,694600.0,Clothing,3092.37,1.9,11
1456,32.0,Male,Ajmer,624500.0,Books,3037.18,2.6,7
1457,31.0,Male,Jaipur,807200.0,Electronics,5808.11,4.8,3
1458,23.0,Female,Ajmer,553700.0,Electronics,7390.19,3.5,5
1459,34.0,Male,Bikaner,366900.0,Clothing,4914.58,3.3,7
1460,31.0,Other,Jaipur,401200.0,Sports,5354.25,4.9,5
1461,34.0,Female,Bikaner,554300.0,Books,6456.58,4.7,1
1462,23.0,Female,Jaipur,425200.0,Home & Kitchen,3062.44,3.8,5
1463,18.0,Male,Jaipur,723800.0,Clothing,6827.32,3.6,5
1464,18.0,Male,Jaipur,566200.0,Electronics,7002.55,3.7,2
1465,21.0,Female,Udaipur,1077400.0,Clothing,10927.98,4.0,4
1466,27.0,Male,Kota,337200.0,Electronics,4372.57,4.9,4
1467,28.0,Male,Udaipur,686700.0,Electronics,4192.22,4.1,5
1468,48.0,Male,Jaipur,447000.0,Books,6891.72,4.3,5
1469,41.0,Female,Jodhpur,561200.0,Electronics,7002.03,4.6,7
1470,22.0,Female,Ajmer,675500.0,Electronics,4022.81,3.0,4
1471,34.0,Female,Ajmer,231400.0,Home & Kitchen,4313.04,4.3,10
1472,27.0,Female,Bikaner,692600.0,Clothing,6390.49,3.6,6
1474,33.0,Female,Bikaner,568400.0,Electronics,4296.83,2.3,3
1475,37.0,Male,Bikaner,696800.0,Clothing,5397.1,3.1,6
1476,28.0,Female,Kota,834500.0,Home & Kitchen,7391.07,4.2,6
1477,41.0,Male,Jaipur,620500.0,Books,3869.88,3.9,3
1478,21.0,Other,Ajmer,545400.0,Home & Kitchen,1146.75,3.9,7
1479,31.0,Male,Udaipur,240400.0,Home & Kitchen,983.49,5.0,5
1480,54.0,Male,Jaipur,765400.0,Home & Kitchen,2429.29,2.9,4
1481,33.0,Male,Jodhpur,629600.0,Clothing,2311.03,3.8,5
1482,44.0,Male,Udaipur,467700.0,Clothing,4859.86,4.0,5
1483,32.0,Male,Jaipur,672800.0,Home & Kitchen,2584.46,3.3,3
1484,36.0,Female,Jodhpur,544900.0,Electronics,3653.94,3.8,5
1485,30.0,Male,Udaipur,554900.0,Books,3497.01,2.7,2
1486,29.0,Female,Ajmer,759100.0,Books,4230.88,4.8,10
1487,24.0,Male,Jaipur,409100.0,Clothing,8109.51,3.3,4
1488,35.0,Female,Kota,838500.0,Clothing,6656.28,3.8,4
1489,23.0,Male,Ajmer,398400.0,Clothing,5235.48,3.8,8
1490,37.0,Female,Bikaner,530700.0,Books,4185.74,4.5,1
1491,41.0,Female,Ajmer,996100.0,Books,4246.89,3.8,6
1492,34.0,Male,Jodhpur,852900.0,Electronics,5921.04,3.8,3
1493,28.0,Female,Bikaner,667600.0,Home & Kitchen,6485.17,3.4,3
1494,35.0,Male,Ajmer,480700.0,Electronics,3203.24,3.9,5
1495,28.0,Male,Jodhpur,554700.0,Home & Kitchen,5280.26,4.0,4
1496,39.0,Female,Jodhpur,663200.0,Clothing,730.44,3.3,4
1497,18.0,Female,Jodhpur,656800.0,Clothing,5665.77,3.7,5
1498,28.0,Male,Udaipur,633600.0,Home & Kitchen,6876.73,3.4,1
1499,18.0,Male,Jodhpur,644500.0,Clothing,4583.85,5.0,6
1500,18.0,Female,Ajmer,611400.0,Clothing,9196.36,3.7,5
