Order_ID,Order_Date,Region,Sales_Channel,Product_Category,Payment_Method,Units_Sold,Unit_Price,Discount,Customer_Rating,Delivery_Days,Inventory_Available,Gross_Sales,Net_Sales,Cost,Profit,Profit_Margin
RET-50166,2023-05-14 23:34:22.291434928,North,Wholesale,Beauty,UPI,7,541.55,0.1,3.4,4.0,121,3790.85,3411.76,2470.28,941.48,27.6
RET-50167,2023-05-15 19:03:40.244716352,West,Online,Electronics,Credit Card,2,2037.19,0.05,3.7,1.0,207,4074.38,3870.66,2697.2,1173.46,30.32
RET-50168,2023-05-16 14:32:58.197997776,South,Online,Furniture,Net Banking,2,2160.55,0.0,4.2,6.0,56,4321.1,4321.1,3430.53,890.57,20.61
RET-50169,2023-05-17 10:02:16.151279200,West,Online,Beauty,Credit Card,6,902.21,0.1,3.1,2.0,115,5413.26,4871.93,2978.28,1893.65,38.87
RET-50170,2023-05-18 05:31:34.104560622,North,Online,Electronics,UPI,1,2965.12,0.1,3.9,4.0,101,2965.12,2668.61,1374.9,1293.71,48.48
RET-50171,2023-05-19 01:00:52.057842046,North,Store,Clothing,Cash,12,2180.16,0.0,3.3,6.0,30,26161.92,26161.92,15152.15,11009.77,42.08
RET-50172,2023-05-19 20:30:10.011123470,South,Online,Beauty,Credit Card,9,1107.28,0.05,3.6,6.0,27,9965.52,9467.24,5180.1,4287.14,45.28
RET-50173,2023-05-20 15:59:27.964404894,West,Online,Beauty,UPI,14,1918.13,0.05,3.4,2.0,27,26853.82,25511.13,18498.3,7012.83,27.49
RET-50174,2023-05-21 11:28:45.917686318,East,Online,Clothing,Cash,7,409.34,0.05,3.2,3.0,241,2865.38,2722.11,2022.61,699.5,25.7
RET-50175,2023-05-22 06:58:03.870967742,South,Online,Clothing,Cash,8,1011.57,0.1,4.6,4.0,154,8092.56,7283.3,4685.11,2598.19,35.67
RET-50176,2023-05-23 02:27:21.824249166,South,Store,Clothing,Credit Card,9,1413.26,0.05,4.5,1.0,86,12719.34,12083.37,6878.78,5204.59,43.07
RET-50177,2023-05-23 21:56:39.777530590,North,Store,Beauty,Debit Card,7,1191.9,0.1,4.1,3.0,187,8343.3,7508.97,4768.45,2740.52,36.5
RET-50178,2023-05-24 17:25:57.730812014,East,Online,Furniture,Net Banking,8,4548.46,0.15,3.6,5.0,101,36387.68,30929.53,21883.47,9046.06,29.25
RET-50179,2023-05-25 12:55:15.684093438,East,Store,Electronics,Credit Card,9,1468.39,0.15,3.2,6.0,26,13215.51,11233.18,6041.13,5192.05,46.22
RET-50180,2023-05-26 08:24:33.637374862,West,Store,Beauty,Credit Card,13,1522.75,0.0,2.4,2.0,136,19795.75,19795.75,13027.16,6768.59,34.19
RET-50181,2023-05-27 03:53:51.590656284,West,Online,Furniture,Net Banking,5,506.17,0.05,3.6,3.0,127,2530.85,2404.31,1347.73,1056.58,43.95
RET-50182,2023-05-27 23:23:09.543937708,West,Store,Beauty,Credit Card,13,1062.32,0.05,3.8,3.0,62,13810.16,13119.65,9716.08,3403.57,25.94
RET-50183,2023-05-28 18:52:27.497219132,North,Online,Clothing,Debit Card,3,721.11,0.05,4.2,7.0,135,2163.33,2055.16,1353.85,701.31,34.12
RET-50184,2023-05-29 14:21:45.450500556,North,Store,Clothing,Net Banking,3,5523.54,0.05,4.6,3.0,125,16570.62,15742.09,10159.92,5582.17,35.46
RET-50185,2023-05-30 09:51:03.403781980,North,Store,Beauty,Debit Card,4,915.91,0.1,4.0,5.0,34,3663.64,3297.28,2160.51,1136.77,34.48
RET-50186,2023-05-31 05:20:21.357063404,East,Store,Office Supplies,Cash,14,1296.55,0.1,4.0,6.0,249,18151.7,16336.53,9751.83,6584.7,40.31
RET-50187,2023-06-01 00:49:39.310344828,North,Online,Office Supplies,Cash,4,2644.8,0.0,3.6,6.0,214,10579.2,10579.2,8151.08,2428.12,22.95
RET-50188,2023-06-01 20:18:57.263626252,North,Wholesale,Furniture,Credit Card,12,1838.88,0.0,3.9,6.0,145,22066.56,22066.56,10757.97,11308.59,51.25
RET-50189,2023-06-02 15:48:15.216907676,West,Online,Office Supplies,Credit Card,9,479.49,0.05,4.3,7.0,150,4315.41,4099.64,2340.92,1758.72,42.9
RET-50190,2023-06-03 11:17:33.170189100,East,Online,Beauty,UPI,9,1817.31,0.15,3.4,1.0,120,16355.79,13902.42,8151.88,5750.54,41.36
RET-50191,2023-06-04 06:46:51.123470522,East,Wholesale,Electronics,Credit Card,2,1904.13,0.0,4.0,5.0,236,3808.26,3808.26,2063.37,1744.89,45.82
RET-50192,2023-06-05 02:16:09.076751946,South,Online,Electronics,Debit Card,10,1066.36,0.0,4.0,5.0,31,10663.6,10663.6,7609.23,3054.37,28.64
RET-50193,2023-06-05 21:45:27.030033370,West,Wholesale,Furniture,UPI,1,1622.74,0.1,3.4,3.0,138,1622.74,1460.47,713.81,746.66,51.12
RET-50194,2023-06-06 17:14:44.983314794,North,Online,Office Supplies,Credit Card,8,1284.53,0.0,3.3,6.0,54,10276.24,10276.24,7065.63,3210.61,31.24
RET-50195,2023-06-07 12:44:02.936596218,East,Wholesale,Clothing,Net Banking,12,487.64,0.1,4.9,7.0,181,5851.68,5266.51,3855.11,1411.4,26.8
RET-50196,2023-06-08 08:13:20.889877642,West,Online,Office Supplies,Net Banking,13,831.98,0.0,4.5,3.0,27,10815.74,10815.74,6206.47,4609.27,42.62
RET-50197,2023-06-09 03:42:38.843159066,North,Wholesale,Furniture,Debit Card,14,1216.27,0.1,3.8,2.0,227,17027.78,15325.0,8787.43,6537.57,42.66
RET-50198,2023-06-09 23:11:56.796440490,South,Online,Electronics,Net Banking,4,819.66,0.05,,1.0,79,3278.64,3114.71,1977.92,1136.79,36.5
RET-50199,2023-06-10 18:41:14.749721914,North,Store,Beauty,Credit Card,11,1703.53,0.0,4.5,8.0,194,18738.83,18738.83,11152.23,7586.6,40.49
RET-50200,2023-06-11 14:10:32.703003338,East,Store,Electronics,Debit Card,9,2301.59,0.1,3.3,3.0,106,20714.31,18642.88,10657.63,7985.25,42.83
RET-50201,2023-06-12 09:39:50.656284760,West,Online,Office Supplies,Cash,11,1433.39,0.0,4.0,5.0,64,15767.29,15767.29,11036.19,4731.1,30.01
RET-50202,2023-06-13 05:09:08.609566184,West,Online,Clothing,Net Banking,12,941.84,0.15,4.5,5.0,179,11302.08,9606.77,5507.18,4099.59,42.67
RET-50203,2023-06-14 00:38:26.562847608,,Online,Clothing,Credit Card,7,2910.05,0.15,3.5,7.0,21,20370.35,17314.8,12401.79,4913.01,28.37
RET-50204,2023-06-14 20:07:44.516129032,East,Store,Clothing,Credit Card,2,1312.21,0.0,4.1,2.0,221,2624.42,2624.42,1588.12,1036.3,39.49
RET-50205,2023-06-15 15:37:02.469410456,East,Online,Office Supplies,Debit Card,12,1510.0,0.1,2.7,4.0,156,18120.0,16308.0,12500.61,3807.39,23.35
RET-50206,2023-06-16 11:06:20.422691880,West,Online,Office Supplies,Cash,9,730.58,0.1,4.0,3.0,122,6575.22,5917.7,4746.7,1171.0,19.79
RET-50207,2023-06-17 06:35:38.375973304,North,Store,Office Supplies,Credit Card,2,1041.7,0.05,3.9,4.0,179,2083.4,1979.23,1446.79,532.44,26.9
RET-50208,2023-06-18 02:04:56.329254728,North,Store,Clothing,Credit Card,6,2295.82,0.1,5.0,2.0,123,13774.92,12397.43,7429.52,4967.91,40.07
RET-50209,2023-06-18 21:34:14.282536152,West,Store,Furniture,UPI,3,1945.94,0.0,4.1,3.0,98,5837.82,5837.82,3997.4,1840.42,31.53
RET-50210,2023-06-19 17:03:32.235817576,North,Online,Electronics,UPI,11,1062.61,0.05,3.7,5.0,50,11688.71,11104.27,8266.55,2837.72,25.56
RET-50211,2023-06-20 12:32:50.189098998,North,Store,Office Supplies,UPI,5,1206.45,0.05,4.3,5.0,68,6032.25,5730.64,3455.6,2275.04,39.7
RET-50212,2023-06-21 08:02:08.142380422,North,Store,Electronics,UPI,1,1365.68,0.1,4.1,2.0,236,1365.68,1229.11,817.92,411.19,33.45
RET-50213,2023-06-22 03:31:26.095661846,South,Store,Office Supplies,Credit Card,4,650.87,0.1,3.4,4.0,144,2603.48,2343.13,1224.09,1119.04,47.76
RET-50214,2023-06-22 23:00:44.048943270,East,Store,Electronics,UPI,9,1063.81,0.1,4.0,,96,9574.29,8616.86,5561.18,3055.68,35.46
RET-50215,2023-06-23 18:30:02.002224694,South,Online,Beauty,Net Banking,9,860.54,0.15,5.0,6.0,28,7744.86,6583.13,4081.32,2501.81,38.0
RET-50216,2023-06-24 13:59:19.955506118,East,Store,Electronics,UPI,12,487.52,0.15,4.3,6.0,65,5850.24,4972.7,2855.29,2117.41,42.58
RET-50217,2023-06-25 09:28:37.908787542,North,Online,Beauty,Net Banking,6,1324.76,0.0,3.0,6.0,203,7948.56,7948.56,4429.38,3519.18,44.27
RET-50218,2023-06-26 04:57:55.862068966,North,Online,Office Supplies,Net Banking,9,1092.92,0.1,3.8,4.0,45,9836.28,8852.65,4609.15,4243.5,47.93
RET-50219,2023-06-27 00:27:13.815350390,East,Online,Electronics,Net Banking,14,463.41,0.05,4.3,3.0,67,6487.74,6163.35,3144.68,3018.67,48.98
RET-50220,2023-06-27 19:56:31.768631814,North,Online,Furniture,UPI,5,715.74,0.05,3.9,4.0,178,3578.7,3399.76,1657.01,1742.75,51.26
RET-50221,2023-06-28 15:25:49.721913238,West,Online,Clothing,UPI,1,1133.96,0.15,4.9,4.0,207,1133.96,963.87,499.6,464.27,48.17
RET-50222,2023-06-29 10:55:07.675194660,East,Online,Beauty,Net Banking,10,183.26,0.1,3.7,4.0,136,1832.6,1649.34,1337.72,311.62,18.89
RET-50223,2023-06-30 06:24:25.628476084,East,Online,Office Supplies,Net Banking,9,1352.46,0.05,5.0,4.0,47,12172.14,11563.53,6234.54,5328.99,46.08
RET-50224,2023-07-01 01:53:43.581757508,West,Store,Electronics,Net Banking,5,1427.17,0.0,3.6,2.0,70,7135.85,7135.85,4367.59,2768.26,38.79
RET-50225,2023-07-01 21:23:01.535038932,South,Online,Beauty,Net Banking,8,1829.61,0.1,4.0,5.0,110,14636.88,13173.19,10760.38,2412.81,18.32
RET-50226,2023-07-02 16:52:19.488320356,North,Store,Electronics,Debit Card,10,814.97,0.15,4.8,6.0,148,8149.7,6927.24,4273.41,2653.83,38.31
RET-50227,2023-07-03 12:21:37.441601780,East,Wholesale,Beauty,Credit Card,12,475.94,0.1,3.0,6.0,147,5711.28,5140.15,3981.54,1158.61,22.54
RET-50228,2023-07-04 07:50:55.394883204,South,Online,Beauty,Debit Card,2,1805.27,0.1,3.4,2.0,66,3610.54,3249.49,1851.13,1398.36,43.03
RET-50229,2023-07-05 03:20:13.348164628,South,Online,Furniture,UPI,7,490.95,0.0,4.4,7.0,205,3436.65,3436.65,2768.18,668.47,19.45
RET-50230,2023-07-05 22:49:31.301446052,West,Store,Electronics,Cash,4,1705.63,0.05,5.0,1.0,220,6822.52,6481.39,4087.86,2393.53,36.93
RET-50231,2023-07-06 18:18:49.254727476,East,Online,Beauty,Net Banking,5,773.46,0.1,3.6,3.0,136,3867.3,3480.57,2456.5,1024.07,29.42
RET-50232,2023-07-07 13:48:07.208008898,West,Store,Electronics,Credit Card,1,621.52,0.15,4.4,5.0,41,621.52,528.29,311.19,217.1,41.09
RET-50233,2023-07-08 09:17:25.161290322,North,Online,Clothing,Debit Card,6,1453.01,0.0,,5.0,112,8718.06,8718.06,4798.81,3919.25,44.96
RET-50234,2023-07-09 04:46:43.114571746,East,Wholesale,Electronics,Credit Card,2,2488.75,0.0,4.4,4.0,119,4977.5,4977.5,2724.17,2253.33,45.27
RET-50235,2023-07-10 00:16:01.067853170,South,Wholesale,Clothing,Credit Card,13,1083.62,0.2,5.0,4.0,61,14087.06,11269.65,6317.63,4952.02,43.94
RET-50236,2023-07-10 19:45:19.021134594,East,Online,Beauty,UPI,8,1022.85,0.0,3.8,4.0,206,8182.8,8182.8,5454.77,2728.03,33.34
RET-50237,2023-07-11 15:14:36.974416018,North,Online,Beauty,UPI,6,400.43,0.1,3.7,6.0,233,2402.58,2162.32,1452.11,710.21,32.84
RET-50238,2023-07-12 10:43:54.927697442,South,Store,Furniture,UPI,4,2059.8,0.05,4.9,6.0,57,8239.2,7827.24,5615.17,2212.07,28.26
RET-50239,2023-07-13 06:13:12.880978866,North,Store,Office Supplies,UPI,14,1258.2,0.15,4.5,5.0,200,17614.8,14972.58,9221.99,5750.59,38.41
RET-50240,2023-07-14 01:42:30.834260290,East,Wholesale,Electronics,Debit Card,8,1005.74,0.0,4.7,3.0,213,8045.92,8045.92,4232.62,3813.3,47.39
RET-50241,2023-07-14 21:11:48.787541714,North,Wholesale,Electronics,Debit Card,14,2808.83,0.1,4.8,6.0,212,39323.62,35391.26,24457.89,10933.37,30.89
RET-50242,2023-07-15 16:41:06.740823136,North,Wholesale,Clothing,Credit Card,10,433.22,0.15,4.0,7.0,213,4332.2,3682.37,1906.8,1775.57,48.22
RET-50243,2023-07-16 12:10:24.694104560,East,Online,Beauty,Debit Card,14,864.44,0.1,4.7,6.0,222,12102.16,10891.94,8724.2,2167.74,19.9
RET-50244,2023-07-17 07:39:42.647385984,North,Store,Clothing,Net Banking,13,1203.79,0.05,5.0,3.0,92,15649.27,14866.81,10978.35,3888.46,26.16
RET-50245,2023-07-18 03:09:00.600667408,West,Online,Electronics,Credit Card,11,990.26,0.2,3.8,4.0,198,10892.86,8714.29,5880.84,2833.45,32.51
RET-50246,2023-07-18 22:38:18.553948832,East,Store,Furniture,Net Banking,5,246.24,0.15,4.6,7.0,109,1231.2,1046.52,541.64,504.88,48.24
RET-50247,2023-07-19 18:07:36.507230256,North,Online,Electronics,Credit Card,11,1505.9,0.1,3.7,5.0,175,16564.9,14908.41,9541.7,5366.71,36.0
RET-50248,2023-07-20 13:36:54.460511680,West,Store,Electronics,Credit Card,5,1176.44,0.05,5.0,3.0,66,5882.2,5588.09,2973.65,2614.44,46.79
RET-50249,2023-07-21 09:06:12.413793104,North,Online,Beauty,Cash,13,2314.79,0.15,4.4,7.0,32,30092.27,25578.43,20799.31,4779.12,18.68
RET-50250,2023-07-22 04:35:30.367074528,West,Wholesale,Furniture,Cash,5,4518.75,0.15,3.2,4.0,76,22593.75,19204.69,11939.27,7265.42,37.83
RET-50251,2023-07-23 00:04:48.320355952,East,Store,Beauty,Net Banking,2,1062.04,0.1,4.1,8.0,34,2124.08,1911.67,1344.76,566.91,29.66
RET-50252,2023-07-23 19:34:06.273637374,South,Store,Clothing,Net Banking,2,1540.69,0.05,3.7,9.0,121,3081.38,2927.31,1520.07,1407.24,48.07
RET-50253,2023-07-24 15:03:24.226918798,West,Online,Beauty,Net Banking,7,1414.55,0.2,4.6,7.0,183,9901.85,7921.48,4956.5,2964.98,37.43
RET-50254,2023-07-25 10:32:42.180200222,East,Online,Clothing,Cash,10,1340.02,0.0,3.9,6.0,115,13400.2,13400.2,7178.4,6221.8,46.43
RET-50255,2023-07-26 06:02:00.133481646,North,Store,Furniture,Debit Card,5,1096.83,0.05,,5.0,193,5484.15,5209.94,3521.83,1688.11,32.4
RET-50256,2023-07-27 01:31:18.086763070,West,Online,Clothing,Net Banking,12,1542.8,0.2,4.4,2.0,46,18513.6,14810.88,12052.81,2758.07,18.62
RET-50257,2023-07-27 21:00:36.040044494,South,Store,Electronics,Debit Card,4,2498.34,0.1,3.7,3.0,169,9993.36,8994.02,5651.51,3342.51,37.16
RET-50258,2023-07-28 16:29:53.993325916,West,Store,Furniture,Credit Card,7,691.03,0.0,2.3,3.0,209,4837.21,4837.21,3487.16,1350.05,27.91
RET-50259,2023-07-29 11:59:11.946607340,West,Online,Beauty,UPI,5,4128.55,0.1,3.7,4.0,156,20642.75,18578.48,9478.37,9100.11,48.98
RET-50260,2023-07-30 07:28:29.899888764,South,Online,Furniture,Debit Card,8,1667.65,0.2,3.6,5.0,178,13341.2,10672.96,6030.42,4642.54,43.5
RET-50261,2023-07-31 02:57:47.853170188,North,Store,Electronics,Credit Card,3,1461.2,0.15,5.0,4.0,135,4383.6,3726.06,1947.41,1778.65,47.74
RET-50262,2023-07-31 22:27:05.806451612,South,Online,Clothing,Debit Card,14,278.15,0.05,3.0,6.0,66,3894.1,3699.39,2001.38,1698.01,45.9
RET-50263,2023-08-01 17:56:23.759733036,North,Online,Electronics,Credit Card,13,1191.74,0.05,5.0,3.0,90,15492.62,14717.99,7880.65,6837.34,46.46
RET-50264,2023-08-02 13:25:41.713014460,South,Store,Beauty,UPI,10,636.35,0.05,4.1,5.0,185,6363.5,6045.32,4228.17,1817.15,30.06
RET-50265,2023-08-03 08:54:59.666295884,West,Wholesale,Office Supplies,Net Banking,8,1743.1,0.0,4.3,7.0,11,13944.8,13944.8,8888.97,5055.83,36.26
RET-50266,2023-08-04 04:24:17.619577308,South,Store,Beauty,Cash,11,2233.21,0.0,3.9,3.0,31,24565.31,24565.31,16619.31,7946.0,32.35
RET-50267,2023-08-04 23:53:35.572858732,East,Store,Electronics,UPI,7,2533.86,0.05,3.9,4.0,126,17737.02,16850.17,11594.38,5255.79,31.19
RET-50268,2023-08-05 19:22:53.526140156,North,Store,Office Supplies,UPI,13,1076.98,0.15,3.6,3.0,32,14000.74,11900.63,7068.26,4832.37,40.61
RET-50269,2023-08-06 14:52:11.479421580,West,Store,Electronics,UPI,1,1143.2,0.1,5.0,3.0,65,1143.2,1028.88,792.01,236.87,23.02
RET-50270,2023-08-07 10:21:29.432703004,North,Wholesale,Beauty,UPI,4,1594.33,0.05,3.6,5.0,171,6377.32,6058.45,3979.59,2078.86,34.31
RET-50271,2023-08-08 05:50:47.385984428,South,Store,Clothing,Cash,7,306.84,0.15,4.3,5.0,189,2147.88,1825.7,1419.15,406.55,22.27
RET-50272,2023-08-09 01:20:05.339265852,East,Store,Beauty,Cash,10,905.18,0.05,4.1,6.0,188,9051.8,8599.21,6441.4,2157.81,25.09
RET-50273,2023-08-09 20:49:23.292547276,North,Online,Beauty,Credit Card,10,843.26,0.0,4.0,3.0,122,8432.6,8432.6,6061.37,2371.23,28.12
RET-50274,2023-08-10 16:18:41.245828700,South,Store,Beauty,Net Banking,11,1683.46,0.1,4.7,5.0,95,18518.06,16666.25,10869.28,5796.97,34.78
RET-50275,2023-08-11 11:47:59.199110124,South,Store,Electronics,Debit Card,14,,0.0,4.4,6.0,21,12479.46,12479.46,9525.31,2954.15,23.67
RET-50276,2023-08-12 07:17:17.152391548,South,Store,Electronics,Cash,12,1946.15,0.0,2.9,4.0,147,23353.8,23353.8,16632.44,6721.36,28.78
RET-50277,2023-08-13 02:46:35.105672972,South,Wholesale,Clothing,,13,1058.63,0.15,2.9,5.0,67,13762.19,11697.86,8583.14,3114.72,26.63
RET-50278,2023-08-13 22:15:53.058954392,South,Wholesale,Furniture,Net Banking,5,2092.28,0.05,3.7,2.0,204,10461.4,9938.33,4980.41,4957.92,49.89
RET-50279,2023-08-14 17:45:11.012235816,North,Online,Electronics,Cash,10,5074.56,0.1,4.9,3.0,215,50745.6,45671.04,28094.93,17576.11,38.48
RET-50280,2023-08-15 13:14:28.965517240,South,Store,Clothing,Debit Card,10,3303.66,0.05,5.0,7.0,153,33036.6,31384.77,22073.33,9311.44,29.67
RET-50281,2023-08-16 08:43:46.918798664,North,Store,Furniture,UPI,9,2220.97,0.2,3.8,1.0,139,19988.73,15990.98,8061.36,7929.62,49.59
RET-50282,2023-08-17 04:13:04.872080088,West,Online,Clothing,Debit Card,9,2525.39,0.0,4.0,1.0,245,22728.51,22728.51,14825.39,7903.12,34.77
RET-50283,2023-08-17 23:42:22.825361512,North,Wholesale,Beauty,Debit Card,8,945.98,0.2,3.3,5.0,249,7567.84,6054.27,4017.42,2036.85,33.64
RET-50284,2023-08-18 19:11:40.778642936,North,Wholesale,Office Supplies,Credit Card,6,727.18,0.1,4.2,2.0,17,4363.08,3926.77,2231.71,1695.06,43.17
RET-50285,2023-08-19 14:40:58.731924360,West,Online,Beauty,Credit Card,2,692.44,0.2,4.2,7.0,62,1384.88,1107.9,641.84,466.06,42.07
RET-50286,2023-08-20 10:10:16.685205784,South,Online,Electronics,UPI,2,1362.83,0.0,3.6,7.0,188,2725.66,2725.66,1983.48,742.18,27.23
RET-50287,2023-08-21 05:39:34.638487208,South,Wholesale,Electronics,Cash,1,3126.87,0.05,3.9,3.0,141,3126.87,2970.53,1507.87,1462.66,49.24
RET-50288,2023-08-22 01:08:52.591768632,West,Online,Beauty,UPI,5,746.94,0.0,4.3,5.0,110,3734.7,3734.7,1805.87,1928.83,51.65
RET-50289,2023-08-22 20:38:10.545050056,West,Online,Beauty,Net Banking,6,1627.35,0.2,5.0,3.0,231,9764.1,7811.28,6223.18,1588.1,20.33
RET-50290,2023-08-23 16:07:28.498331480,South,Online,Furniture,Credit Card,14,533.46,0.05,5.0,1.0,111,7468.44,7095.02,5122.86,1972.16,27.8
RET-50291,2023-08-24 11:36:46.451612904,North,Wholesale,Clothing,Debit Card,4,544.27,0.05,5.0,5.0,239,2177.08,2068.23,1384.16,684.07,33.08
RET-50292,2023-08-25 07:06:04.404894328,North,Online,Electronics,Net Banking,4,2095.47,0.1,3.6,2.0,179,8381.88,7543.69,5601.79,1941.9,25.74
RET-50293,2023-08-26 02:35:22.358175752,North,Store,Office Supplies,Net Banking,1,767.94,0.15,2.6,6.0,174,767.94,652.75,372.5,280.25,42.93
RET-50294,2023-08-26 22:04:40.311457176,West,Online,Electronics,UPI,2,753.74,0.1,4.1,7.0,245,1507.48,1356.73,966.97,389.76,28.73
RET-50295,2023-08-27 17:33:58.264738600,West,Online,Office Supplies,Cash,10,4333.46,0.0,3.3,5.0,41,43334.6,43334.6,29584.46,13750.14,31.73
RET-50296,2023-08-28 13:03:16.218020024,West,Store,Clothing,Debit Card,6,1255.0,0.05,4.3,7.0,73,7530.0,7153.5,4161.77,2991.73,41.82
RET-50297,2023-08-29 08:32:34.171301448,East,Store,Clothing,Cash,9,1165.8,0.1,3.8,4.0,96,10492.2,9442.98,5467.16,3975.82,42.1
RET-50298,2023-08-30 04:01:52.124582868,North,Online,Furniture,Net Banking,2,1033.63,0.1,3.5,6.0,26,2067.26,1860.53,1200.23,660.3,35.49
RET-50299,2023-08-30 23:31:10.077864292,South,Online,Furniture,Net Banking,11,1571.91,0.0,4.0,6.0,184,17291.01,17291.01,8815.83,8475.18,49.01
RET-50300,2023-08-31 19:00:28.031145716,West,Online,Clothing,Net Banking,4,757.47,0.05,4.7,4.0,211,3029.88,2878.39,2083.18,795.21,27.63
RET-50301,2023-09-01 14:29:45.984427140,West,Store,Furniture,Debit Card,1,1245.55,0.05,4.3,6.0,212,1245.55,1183.27,935.94,247.33,20.9
RET-50302,2023-09-02 09:59:03.937708564,South,Store,Electronics,UPI,13,2431.91,0.0,4.0,5.0,69,31614.83,31614.83,24919.37,6695.46,21.18
RET-50303,2023-09-03 05:28:21.890989988,North,Store,Office Supplies,UPI,6,974.24,0.1,3.5,2.0,79,5845.44,5260.9,3578.89,1682.01,31.97
RET-50304,2023-09-04 00:57:39.844271412,West,Online,Furniture,Cash,5,255.66,0.15,3.3,3.0,96,1278.3,1086.55,599.89,486.66,44.79
RET-50305,2023-09-04 20:26:57.797552836,South,Store,Clothing,Debit Card,1,783.98,0.0,4.2,3.0,55,783.98,783.98,378.59,405.39,51.71
RET-50306,2023-09-05 15:56:15.750834260,West,Online,Furniture,Net Banking,9,1976.98,0.15,3.7,3.0,70,17792.82,15123.9,10056.94,5066.96,33.5
RET-50307,2023-09-06 11:25:33.704115684,South,Online,Electronics,Debit Card,4,2486.57,0.05,3.4,3.0,121,9946.28,9448.97,5331.18,4117.79,43.58
RET-50308,2023-09-07 06:54:51.657397108,South,Online,Furniture,UPI,4,1519.9,0.05,4.4,7.0,17,6079.6,5775.62,3339.65,2435.97,42.18
RET-50309,2023-09-08 02:24:09.610678532,West,Online,Clothing,Debit Card,10,3034.79,0.1,4.0,3.0,205,30347.9,27313.11,19286.84,8026.27,29.39
RET-50310,2023-09-08 21:53:27.563959956,South,Online,Office Supplies,Credit Card,10,610.53,0.0,3.8,5.0,35,6105.3,6105.3,3185.68,2919.62,47.82
RET-50311,2023-09-09 17:22:45.517241380,North,Online,Office Supplies,Debit Card,3,2755.46,0.05,5.0,8.0,107,8266.38,7853.06,5376.4,2476.66,31.54
RET-50312,2023-09-10 12:52:03.470522804,South,Online,Office Supplies,Cash,2,1375.3,0.15,,4.0,28,2750.6,2338.01,1715.51,622.5,26.63
RET-50313,2023-09-11 08:21:21.423804228,South,Wholesale,Electronics,Cash,4,1862.09,0.05,4.6,4.0,34,7448.36,7075.94,3479.31,3596.63,50.83
RET-50314,2023-09-12 03:50:39.377085652,South,Wholesale,Clothing,Cash,12,186.94,0.2,4.1,5.0,13,2243.28,1794.62,1203.45,591.17,32.94
RET-50315,2023-09-12 23:19:57.330367076,West,Store,Office Supplies,Cash,4,2143.49,0.05,4.3,1.0,137,8573.96,8145.26,5908.12,2237.14,27.47
RET-50316,2023-09-13 18:49:15.283648500,South,Online,Furniture,Net Banking,6,1396.19,0.05,4.1,3.0,49,8377.14,7958.28,4992.05,2966.23,37.27
RET-50317,2023-09-14 14:18:33.236929924,South,Online,Beauty,Debit Card,2,4148.43,0.1,4.6,5.0,213,8296.86,7467.17,4349.65,3117.52,41.75
RET-50318,2023-09-15 09:47:51.190211348,South,Store,Furniture,Credit Card,3,1356.15,0.15,5.0,1.0,170,4068.45,3458.18,1843.93,1614.25,46.68
RET-50319,2023-09-16 05:17:09.143492768,East,Online,Furniture,Net Banking,10,637.42,0.15,3.2,7.0,247,6374.2,5418.07,4360.65,1057.42,19.52
RET-50320,2023-09-17 00:46:27.096774192,North,Online,Beauty,UPI,11,711.92,0.05,4.8,5.0,124,7831.12,7439.56,4601.17,2838.39,38.15
RET-50321,2023-09-17 20:15:45.050055616,South,Online,Clothing,Cash,13,1562.0,0.0,3.8,7.0,124,20306.0,20306.0,11095.23,9210.77,45.36
RET-50322,2023-09-18 15:45:03.003337040,North,Online,Clothing,Net Banking,8,1465.78,0.05,4.2,4.0,17,11726.24,11139.93,5539.58,5600.35,50.27
RET-50323,2023-09-19 11:14:20.956618464,East,Online,Electronics,Debit Card,4,794.64,0.05,4.2,4.0,215,3178.56,3019.63,1690.22,1329.41,44.03
RET-50324,2023-09-20 06:43:38.909899888,West,Wholesale,Electronics,Credit Card,7,599.36,0.0,3.7,6.0,215,4195.52,4195.52,3195.57,999.95,23.83
RET-50325,2023-09-21 02:12:56.863181312,South,Online,Electronics,Cash,3,3214.7,0.0,3.6,8.0,233,9644.1,9644.1,5236.56,4407.54,45.7
RET-50326,2023-09-21 21:42:14.816462736,South,Store,Office Supplies,Cash,4,1027.56,0.1,4.1,6.0,240,4110.24,3699.22,2619.23,1079.99,29.2
RET-50327,2023-09-22 17:11:32.769744160,South,Store,Office Supplies,Credit Card,7,1147.73,0.05,3.6,5.0,121,8034.11,7632.4,6042.14,1590.26,20.84
RET-50328,2023-09-23 12:40:50.723025584,South,Store,Furniture,Net Banking,11,848.44,0.15,4.5,8.0,224,9332.84,7932.91,4845.11,3087.8,38.92
RET-50329,2023-09-24 08:10:08.676307008,South,Online,Office Supplies,Debit Card,4,2978.04,0.1,3.0,6.0,132,11912.16,10720.94,7078.59,3642.35,33.97
RET-50330,2023-09-25 03:39:26.629588432,North,Online,Clothing,Debit Card,6,2477.8,0.0,3.9,1.0,75,14866.8,14866.8,7921.32,6945.48,46.72
RET-50331,2023-09-25 23:08:44.582869856,West,Store,Electronics,Debit Card,1,617.7,0.1,4.9,5.0,185,617.7,555.93,309.97,245.96,44.24
