Order_ID,Order_Date,Region,Sales_Channel,Product_Category,Customer_Age,Units_Sold,Unit_Price,Discount,Customer_Rating,Revenue
ORD-10237,2023-09-23 10:54:32.727272728,West,Online,Clothing,58.0,3,2660.21,0.0,3.8,7980.63
ORD-10238,2023-09-24 13:54:16.086286592,South,Online,Beauty,25.0,11,831.14,0.05,4.6,8685.41
ORD-10239,2023-09-25 16:53:59.445300460,West,Online,Beauty,36.0,10,2150.03,0.0,3.9,21500.3
ORD-10240,2023-09-26 19:53:42.804314328,West,Online,Furniture,41.0,5,2257.48,0.05,3.7,10723.03
ORD-10241,2023-09-27 22:53:26.163328196,West,Store,Clothing,56.0,10,2218.72,0.0,3.6,22187.2
ORD-10242,2023-09-29 01:53:09.522342064,North,Online,Office Supplies,35.0,7,2149.73,0.15,4.9,12790.89
ORD-10243,2023-09-30 04:52:52.881355932,West,Store,Office Supplies,65.0,4,2938.74,0.05,4.8,11167.21
ORD-10244,2023-10-01 07:52:36.240369800,East,Online,Electronics,38.0,2,2165.86,0.05,2.5,4115.13
ORD-10245,2023-10-02 10:52:19.599383668,South,Online,Beauty,40.0,11,2442.72,0.15,3.3,22839.43
ORD-10246,2023-10-03 13:52:02.958397532,West,Store,Furniture,58.0,10,2222.66,0.1,5.0,20003.94
ORD-10247,2023-10-04 16:51:46.317411400,West,Online,Electronics,39.0,9,3144.83,0.0,3.7,28303.47
ORD-10248,2023-10-05 19:51:29.676425268,East,Wholesale,Beauty,50.0,2,375.15,0.0,3.0,750.3
ORD-10249,2023-10-06 22:51:13.035439136,North,Wholesale,Office Supplies,34.0,7,2761.58,0.1,3.9,17397.95
ORD-10250,2023-10-08 01:50:56.394453004,East,Store,Electronics,50.0,5,1604.23,0.0,3.8,8021.15
ORD-10251,2023-10-09 04:50:39.753466872,North,Online,Office Supplies,46.0,8,1589.46,0.0,3.8,12715.68
ORD-10252,2023-10-10 07:50:23.112480740,North,Store,Beauty,65.0,10,1072.89,0.1,3.6,9656.01
ORD-10253,2023-10-11 10:50:06.471494608,North,Store,Clothing,37.0,6,398.48,0.1,3.7,2151.79
ORD-10254,2023-10-12 13:49:49.830508472,North,Store,Clothing,28.0,11,1513.58,0.05,3.6,15816.91
ORD-10255,2023-10-13 16:49:33.189522340,West,Online,Furniture,24.0,3,1284.53,0.1,4.1,3468.23
ORD-10256,2023-10-14 19:49:16.548536208,South,Wholesale,Furniture,42.0,10,2170.63,0.1,3.4,19535.67
ORD-10257,2023-10-15 22:48:59.907550076,North,Wholesale,Furniture,42.0,10,695.8,0.0,3.7,6958.0
ORD-10258,2023-10-17 01:48:43.266563944,North,Online,Clothing,22.0,10,2873.71,0.05,3.8,27300.24
ORD-10259,2023-10-18 04:48:26.625577812,South,Online,Beauty,18.0,11,2003.95,0.05,4.7,20941.28
ORD-10260,2023-10-19 07:48:09.984591680,South,Online,Furniture,36.0,3,1614.07,0.15,4.1,4115.88
ORD-10261,2023-10-20 10:47:53.343605544,South,Store,Furniture,19.0,3,1267.93,0.0,3.8,3803.79
ORD-10262,2023-10-21 13:47:36.702619412,West,Wholesale,Beauty,63.0,1,1209.59,0.05,4.2,1149.11
ORD-10263,2023-10-22 16:47:20.061633280,West,Wholesale,Beauty,55.0,9,952.43,0.0,4.2,8571.87
ORD-10264,2023-10-23 19:47:03.420647148,East,Store,Electronics,22.0,5,1391.73,0.1,4.6,6262.78
ORD-10265,2023-10-24 22:46:46.779661016,West,Store,Furniture,55.0,4,1804.54,0.15,4.2,6135.44
ORD-10266,2023-10-26 01:46:30.138674884,South,Store,Electronics,54.0,1,1666.98,0.0,5.0,1666.98
ORD-10267,2023-10-27 04:46:13.497688752,North,Store,Furniture,52.0,3,739.13,0.15,4.8,1884.78
ORD-10268,2023-10-28 07:45:56.856702620,South,Wholesale,Clothing,59.0,11,1600.63,0.1,3.9,15846.24
ORD-10269,2023-10-29 10:45:40.215716484,North,Store,Office Supplies,51.0,1,1130.11,0.0,3.6,1130.11
ORD-10270,2023-10-30 13:45:23.574730352,West,Online,Office Supplies,42.0,1,1919.91,0.15,4.5,1631.92
ORD-10271,2023-10-31 16:45:06.933744220,North,Store,Furniture,52.0,3,3198.49,0.05,4.2,9115.7
ORD-10272,2023-11-01 19:44:50.292758088,South,Online,Electronics,56.0,4,2268.77,0.15,3.8,7713.82
ORD-10273,2023-11-02 22:44:33.651771956,North,Store,Clothing,46.0,3,1565.16,0.0,2.9,4695.48
ORD-10274,2023-11-04 01:44:17.010785824,West,Store,Office Supplies,39.0,3,581.34,0.1,2.7,1569.62
ORD-10275,2023-11-05 04:44:00.369799692,North,Online,Electronics,45.0,6,738.96,0.1,4.1,3990.38
ORD-10276,2023-11-06 07:43:43.728813560,East,Wholesale,Furniture,34.0,1,534.96,0.15,4.4,454.72
ORD-10277,2023-11-07 10:43:27.087827424,West,Store,Clothing,37.0,11,2344.48,0.15,4.4,21920.89
ORD-10278,2023-11-08 13:43:10.446841292,East,Online,Office Supplies,42.0,6,1226.2,0.1,3.1,6621.48
ORD-10279,2023-11-09 16:42:53.805855160,West,Online,Clothing,53.0,5,1846.95,0.0,4.6,9234.75
ORD-10280,2023-11-10 19:42:37.164869028,West,Online,Clothing,27.0,1,1333.49,0.05,3.6,1266.82
ORD-10281,2023-11-11 22:42:20.523882896,West,Online,Electronics,38.0,3,1868.4,0.05,4.2,5324.94
ORD-10282,2023-11-13 01:42:03.882896764,East,Online,Beauty,32.0,10,2851.26,0.2,4.2,22810.08
ORD-10283,2023-11-14 04:41:47.241910632,East,Online,Office Supplies,25.0,4,1286.29,0.1,3.4,4630.64
ORD-10284,2023-11-15 07:41:30.600924500,East,Wholesale,Electronics,32.0,8,1544.28,0.05,3.5,11736.53
ORD-10285,2023-11-16 10:41:13.959938364,West,Online,Beauty,32.0,2,1195.24,0.05,2.6,2270.96
ORD-10286,2023-11-17 13:40:57.318952232,South,Wholesale,Office Supplies,65.0,5,2455.93,0.15,3.3,10437.7
ORD-10287,2023-11-18 16:40:40.677966100,West,Store,Furniture,36.0,4,1030.71,0.0,2.7,4122.84
ORD-10288,2023-11-19 19:40:24.036979968,West,Wholesale,Beauty,34.0,10,950.26,0.15,4.2,8077.21
ORD-10289,2023-11-20 22:40:07.395993836,South,Online,Electronics,36.0,5,759.25,0.1,3.9,3416.62
ORD-10290,2023-11-22 01:39:50.755007704,South,Online,Office Supplies,28.0,9,743.64,0.05,4.5,6358.12
ORD-10291,2023-11-23 04:39:34.114021572,East,Store,Electronics,61.0,11,2153.17,0.1,4.1,21316.38
ORD-10292,2023-11-24 07:39:17.473035436,West,Online,Clothing,63.0,4,3726.84,0.05,3.5,14161.99
ORD-10293,2023-11-25 10:39:00.832049304,North,Online,Clothing,36.0,3,1053.47,0.0,4.1,3160.41
ORD-10294,2023-11-26 13:38:44.191063172,North,Store,Electronics,24.0,10,2513.66,0.05,3.6,23879.77
ORD-10295,2023-11-27 16:38:27.550077040,North,Store,Furniture,18.0,11,1988.33,0.0,4.3,21871.63
ORD-10296,2023-11-28 19:38:10.909090908,South,Online,Beauty,64.0,11,973.48,0.0,4.1,10708.28
ORD-10297,2023-11-29 22:37:54.268104776,North,Online,Furniture,57.0,2,1592.48,0.05,3.3,3025.71
ORD-10298,2023-12-01 01:37:37.627118644,East,Wholesale,Office Supplies,58.0,7,1625.31,0.15,3.9,9670.59
ORD-10299,2023-12-02 04:37:20.986132512,East,Online,Office Supplies,46.0,2,1281.97,0.0,3.9,2563.94
ORD-10300,2023-12-03 07:37:04.345146376,West,Store,Beauty,49.0,4,3247.96,0.1,3.7,11692.66
ORD-10301,2023-12-04 10:36:47.704160244,East,Online,Clothing,54.0,5,370.41,0.2,4.5,1481.64
ORD-10302,2023-12-05 13:36:31.063174112,South,Store,Clothing,38.0,10,2085.78,0.15,5.0,17729.13
ORD-10303,2023-12-06 16:36:14.422187980,West,Online,Electronics,57.0,9,2048.64,0.15,3.7,15672.1
ORD-10304,2023-12-07 19:35:57.781201848,West,Store,Beauty,27.0,11,1365.29,0.1,3.7,13516.37
ORD-10305,2023-12-08 22:35:41.140215716,East,Online,Office Supplies,39.0,10,1912.13,0.1,2.4,17209.17
ORD-10306,2023-12-10 01:35:24.499229584,East,Store,Electronics,23.0,4,2458.2,0.1,3.8,8849.52
ORD-10307,2023-12-11 04:35:07.858243452,South,Store,Electronics,55.0,10,1914.55,0.1,3.6,17230.95
ORD-10308,2023-12-12 07:34:51.217257316,East,Online,Clothing,22.0,1,2112.99,0.1,2.5,1901.69
ORD-10309,2023-12-13 10:34:34.576271184,North,Online,Beauty,42.0,3,2319.68,0.05,4.1,6611.09
ORD-10310,2023-12-14 13:34:17.935285052,East,Store,Electronics,34.0,10,275.96,0.0,4.3,2759.6
ORD-10311,2023-12-15 16:34:01.294298920,West,Store,Furniture,65.0,1,2908.78,0.0,3.4,2908.78
ORD-10312,2023-12-16 19:33:44.653312788,West,Online,Furniture,37.0,8,3508.73,0.05,3.7,26666.35
ORD-10313,2023-12-17 22:33:28.012326656,South,Store,Beauty,24.0,10,2535.6,0.15,3.3,21552.6
ORD-10314,2023-12-19 01:33:11.371340524,South,Online,Furniture,62.0,3,2560.25,0.1,4.4,6912.68
ORD-10315,2023-12-20 04:32:54.730354392,East,Wholesale,Clothing,,8,743.81,0.0,2.9,5950.48
ORD-10316,2023-12-21 07:32:38.089368256,South,Online,Office Supplies,43.0,7,1711.18,0.15,3.7,10181.52
ORD-10317,2023-12-22 10:32:21.448382124,East,Store,Office Supplies,48.0,8,1190.97,0.0,5.0,9527.76
ORD-10318,2023-12-23 13:32:04.807395992,North,Store,Clothing,65.0,4,1359.6,0.15,3.9,4622.64
ORD-10319,2023-12-24 16:31:48.166409860,North,Store,Furniture,19.0,2,2525.28,0.1,4.2,4545.5
ORD-10320,2023-12-25 19:31:31.525423728,North,Online,Beauty,52.0,11,1197.07,0.1,3.8,11850.99
ORD-10321,2023-12-26 22:31:14.884437596,South,Store,Beauty,39.0,2,1702.42,0.05,3.1,3234.6
ORD-10322,2023-12-28 01:30:58.243451464,North,Store,Electronics,25.0,4,368.56,0.15,3.9,1253.1
ORD-10323,2023-12-29 04:30:41.602465328,South,Online,Office Supplies,61.0,1,1681.18,0.0,4.2,1681.18
ORD-10324,2023-12-30 07:30:24.961479196,West,Online,Electronics,44.0,3,1867.51,0.0,3.2,5602.53
ORD-10325,2023-12-31 10:30:08.320493064,West,Wholesale,Office Supplies,61.0,8,1271.41,0.1,4.1,9154.15
ORD-10326,2024-01-01 13:29:51.679506932,West,Store,Furniture,25.0,1,1260.08,0.05,,1197.08
ORD-10327,2024-01-02 16:29:35.038520800,East,Online,Beauty,50.0,3,3214.82,0.05,4.6,9162.24
ORD-10328,2024-01-03 19:29:18.397534668,North,Store,Beauty,19.0,4,892.69,0.1,2.9,3213.68
ORD-10329,2024-01-04 22:29:01.756548536,East,Online,Furniture,65.0,4,1012.04,0.0,3.3,4048.16
ORD-10330,2024-01-06 01:28:45.115562404,East,Online,Office Supplies,63.0,11,1193.24,0.2,2.9,10500.51
ORD-10331,2024-01-07 04:28:28.474576268,West,Wholesale,Furniture,60.0,3,2699.11,0.1,4.6,7287.6
ORD-10332,2024-01-08 07:28:11.833590136,South,Online,Office Supplies,34.0,3,3376.16,0.0,4.3,10128.48
ORD-10333,2024-01-09 10:27:55.192604004,North,Online,Beauty,51.0,9,2049.13,0.1,4.4,16597.95
ORD-10334,2024-01-10 13:27:38.551617872,East,Online,Clothing,27.0,6,1262.01,0.1,3.3,6814.85
ORD-10335,2024-01-11 16:27:21.910631740,South,Online,Electronics,58.0,6,1479.2,0.1,3.1,7987.68
ORD-10336,2024-01-12 19:27:05.269645608,East,Online,Clothing,22.0,11,2598.61,0.1,3.9,25726.24
ORD-10337,2024-01-13 22:26:48.628659476,South,Online,Clothing,53.0,3,1116.7,0.2,4.0,2680.08
ORD-10338,2024-01-15 01:26:31.987673344,South,Online,Furniture,49.0,1,2889.71,0.0,3.3,2889.71
ORD-10339,2024-01-16 04:26:15.346687208,North,Online,Clothing,32.0,10,2862.43,0.2,4.0,22899.44
ORD-10340,2024-01-17 07:25:58.705701076,West,Online,Electronics,40.0,4,1852.66,0.1,4.3,6669.58
ORD-10341,2024-01-18 10:25:42.064714944,West,Online,Electronics,40.0,4,2284.6,0.0,4.0,9138.4
ORD-10342,2024-01-19 13:25:25.423728812,South,Store,Office Supplies,18.0,10,2362.31,0.05,3.2,22441.94
ORD-10343,2024-01-20 16:25:08.782742680,North,Wholesale,Office Supplies,20.0,7,2965.66,0.05,2.5,19721.64
ORD-10344,2024-01-21 19:24:52.141756548,East,Online,Beauty,52.0,2,1011.41,0.15,3.7,1719.4
ORD-10345,2024-01-22 22:24:35.500770416,South,Store,Beauty,50.0,10,2685.9,0.1,4.0,24173.1
ORD-10346,2024-01-24 01:24:18.859784284,East,Store,Office Supplies,30.0,11,1518.58,0.0,3.7,16704.38
ORD-10347,2024-01-25 04:24:02.218798148,North,Online,Office Supplies,39.0,1,1224.18,0.1,3.6,1101.76
ORD-10348,2024-01-26 07:23:45.577812016,North,Online,Electronics,55.0,10,1877.0,0.1,3.5,16893.0
ORD-10349,2024-01-27 10:23:28.936825884,East,Wholesale,Electronics,50.0,2,1639.24,0.15,,2786.71
ORD-10350,2024-01-28 13:23:12.295839752,North,Online,Office Supplies,41.0,2,1059.38,0.0,3.9,2118.76
ORD-10351,2024-01-29 16:22:55.654853620,East,Store,Office Supplies,59.0,9,602.0,0.15,4.0,4605.3
ORD-10352,2024-01-30 19:22:39.013867488,South,Online,Furniture,43.0,7,1093.43,0.15,3.3,6505.91
ORD-10353,2024-01-31 22:22:22.372881356,North,Store,Office Supplies,18.0,5,2889.27,0.0,3.5,14446.35
ORD-10354,2024-02-02 01:22:05.731895220,West,Wholesale,Office Supplies,39.0,7,3271.93,0.1,4.0,20613.16
ORD-10355,2024-02-03 04:21:49.090909088,East,Wholesale,Furniture,29.0,3,2287.59,0.0,3.2,6862.77
ORD-10356,2024-02-04 07:21:32.449922956,West,Online,Office Supplies,50.0,8,2689.44,0.1,3.1,19363.97
ORD-10357,2024-02-05 10:21:15.808936824,West,Store,Electronics,23.0,4,1412.38,0.0,3.7,5649.52
ORD-10358,2024-02-06 13:20:59.167950692,East,Online,Beauty,65.0,4,1742.14,0.15,4.7,5923.28
ORD-10359,2024-02-07 16:20:42.526964560,West,Store,Office Supplies,47.0,7,2012.07,0.0,4.0,14084.49
ORD-10360,2024-02-08 19:20:25.885978428,North,Online,Furniture,56.0,5,989.03,0.1,4.8,4450.64
ORD-10361,2024-02-09 22:20:09.244992296,West,Online,Office Supplies,40.0,1,1057.54,0.1,3.8,951.79
ORD-10362,2024-02-11 01:19:52.604006160,West,Store,Office Supplies,21.0,3,1872.88,0.05,3.7,5337.71
ORD-10363,2024-02-12 04:19:35.963020028,East,Online,Furniture,38.0,11,1559.77,0.0,3.0,17157.47
ORD-10364,2024-02-13 07:19:19.322033896,West,Online,Clothing,41.0,4,1002.33,0.15,3.5,3407.92
ORD-10365,2024-02-14 10:19:02.681047764,East,Wholesale,Beauty,38.0,5,2089.9,0.0,4.8,10449.5
ORD-10366,2024-02-15 13:18:46.040061632,West,Online,Beauty,29.0,2,1602.54,0.05,4.1,3044.83
ORD-10367,2024-02-16 16:18:29.399075500,West,Online,Electronics,27.0,1,2566.02,0.05,4.4,2437.72
ORD-10368,2024-02-17 19:18:12.758089368,East,Online,Clothing,22.0,10,1796.11,0.1,4.4,16164.99
ORD-10369,2024-02-18 22:17:56.117103236,West,Online,Clothing,41.0,7,1574.77,0.05,3.9,10472.22
ORD-10370,2024-02-20 01:17:39.476117100,West,Online,Office Supplies,27.0,10,1895.75,0.0,3.8,18957.5
ORD-10371,2024-02-21 04:17:22.835130968,South,Store,Clothing,48.0,10,1671.01,0.1,4.0,15039.09
ORD-10372,2024-02-22 07:17:06.194144840,North,Wholesale,Beauty,29.0,4,1298.97,0.1,4.3,4676.29
ORD-10373,2024-02-23 10:16:49.553158704,North,Store,Electronics,38.0,6,1498.53,0.1,4.2,8092.06
ORD-10374,2024-02-24 13:16:32.912172568,North,Store,Office Supplies,64.0,8,2362.06,0.1,4.2,17006.83
ORD-10375,2024-02-25 16:16:16.271186440,South,Online,Electronics,43.0,9,2284.89,0.05,4.0,19535.81
ORD-10376,2024-02-26 19:15:59.630200304,North,Store,Beauty,53.0,6,2764.67,0.0,3.4,16588.02
ORD-10377,2024-02-27 22:15:42.989214176,South,Store,Office Supplies,50.0,1,530.25,0.1,3.7,477.22
ORD-10378,2024-02-29 01:15:26.348228040,South,Store,Furniture,58.0,4,1505.18,0.1,3.3,5418.65
ORD-10379,2024-03-01 04:15:09.707241912,East,Store,Electronics,20.0,4,1489.07,0.05,4.6,5658.47
ORD-10380,2024-03-02 07:14:53.066255776,North,Store,Electronics,51.0,4,1928.83,0.2,2.5,6172.26
ORD-10381,2024-03-03 10:14:36.425269648,West,Online,Furniture,29.0,7,1460.88,0.0,3.8,10226.16
ORD-10382,2024-03-04 13:14:19.784283512,North,Store,Beauty,33.0,11,1415.11,0.15,5.0,13231.28
ORD-10383,2024-03-05 16:14:03.143297376,West,Online,Beauty,61.0,2,2387.23,0.1,3.7,4297.01
ORD-10384,2024-03-06 19:13:46.502311248,East,Online,Furniture,36.0,4,1933.57,0.15,3.2,6574.14
ORD-10385,2024-03-07 22:13:29.861325112,North,Store,Furniture,42.0,3,925.23,0.15,3.9,2359.34
ORD-10386,2024-03-09 01:13:13.220338984,North,Store,Beauty,39.0,7,2800.88,0.0,4.7,19606.16
ORD-10387,2024-03-10 04:12:56.579352848,South,Online,Electronics,23.0,9,2547.56,0.15,3.8,19488.83
ORD-10388,2024-03-11 07:12:39.938366720,,Store,Clothing,32.0,11,1369.53,0.05,4.3,14311.59
ORD-10389,2024-03-12 10:12:23.297380584,North,Store,Office Supplies,25.0,6,2423.46,0.1,,13086.68
ORD-10390,2024-03-13 13:12:06.656394448,North,Online,Office Supplies,38.0,4,1248.63,0.2,3.7,3995.62
ORD-10391,2024-03-14 16:11:50.015408320,North,Online,Beauty,18.0,3,2644.27,0.1,5.0,7139.53
ORD-10392,2024-03-15 19:11:33.374422184,East,Online,Electronics,55.0,9,1636.63,0.1,3.9,13256.7
ORD-10393,2024-03-16 22:11:16.733436056,North,Store,Furniture,43.0,1,1197.87,0.0,3.6,1197.87
ORD-10394,2024-03-18 01:11:00.092449920,North,Store,Clothing,21.0,2,1520.17,0.1,3.6,2736.31
ORD-10395,2024-03-19 04:10:43.451463792,South,Store,Furniture,65.0,1,1225.63,0.0,4.1,1225.63
ORD-10396,2024-03-20 07:10:26.810477656,South,Online,Electronics,31.0,9,1944.1,0.05,4.2,16622.05
ORD-10397,2024-03-21 10:10:10.169491520,East,Store,Office Supplies,34.0,10,1931.33,0.05,4.4,18347.63
ORD-10398,2024-03-22 13:09:53.528505392,West,Wholesale,Beauty,40.0,9,1826.85,0.2,4.0,13153.32
ORD-10399,2024-03-23 16:09:36.887519256,West,Online,Clothing,43.0,4,1382.54,0.1,3.0,4977.14
ORD-10400,2024-03-24 19:09:20.246533128,East,Online,Beauty,50.0,10,200.0,0.1,4.2,1800.0
ORD-10401,2024-03-25 22:09:03.605546992,East,Online,Furniture,43.0,1,1869.63,0.0,3.7,1869.63
ORD-10402,2024-03-27 01:08:46.964560864,West,Store,Furniture,49.0,11,377.82,0.05,3.7,3948.22
ORD-10403,2024-03-28 04:08:30.323574728,South,Wholesale,Electronics,32.0,7,1983.14,0.15,2.9,11799.68
ORD-10404,2024-03-29 07:08:13.682588600,East,Online,Electronics,52.0,8,2648.1,0.0,3.5,21184.8
ORD-10405,2024-03-30 10:07:57.041602464,North,Online,Furniture,58.0,2,2005.41,0.2,3.4,3208.66
ORD-10406,2024-03-31 13:07:40.400616328,East,Online,Beauty,23.0,11,1507.92,0.05,3.9,15757.76
ORD-10407,2024-04-01 16:07:23.759630200,North,Online,Clothing,23.0,5,1665.09,0.05,3.0,7909.18
ORD-10408,2024-04-02 19:07:07.118644064,North,Wholesale,Office Supplies,26.0,4,1700.2,0.1,3.9,6120.72
ORD-10409,2024-04-03 22:06:50.477657936,West,Online,Office Supplies,33.0,10,1388.07,0.05,4.0,13186.66
ORD-10410,2024-04-05 01:06:33.836671800,East,Online,Electronics,32.0,6,1362.16,0.1,3.2,7355.66
ORD-10411,2024-04-06 04:06:17.195685672,South,Online,Office Supplies,55.0,2,1107.08,0.05,3.5,2103.45
ORD-10412,2024-04-07 07:06:00.554699536,North,Store,Office Supplies,31.0,3,2691.12,0.1,3.3,7266.02
ORD-10413,2024-04-08 10:05:43.913713400,North,Store,Clothing,60.0,4,1788.34,0.05,4.5,6795.69
ORD-10414,2024-04-09 13:05:27.272727272,West,Online,Furniture,54.0,1,2517.2,0.0,2.3,2517.2
ORD-10415,2024-04-10 16:05:10.631741136,South,Online,Beauty,63.0,6,1612.46,0.05,3.7,9191.02
ORD-10416,2024-04-11 19:04:53.990755008,West,Online,Office Supplies,65.0,5,1854.13,0.0,2.8,9270.65
ORD-10417,2024-04-12 22:04:37.349768872,West,Wholesale,Electronics,21.0,8,1672.21,0.05,3.6,12708.8
ORD-10418,2024-04-14 01:04:20.708782744,West,Store,Clothing,,8,2147.13,0.1,4.5,15459.34
ORD-10419,2024-04-15 04:04:04.067796608,North,Online,Clothing,59.0,2,2419.98,0.15,3.5,4113.97
ORD-10420,2024-04-16 07:03:47.426810472,North,Store,Beauty,19.0,9,1979.78,0.0,4.0,17818.02
ORD-10421,2024-04-17 10:03:30.785824344,East,Online,Office Supplies,25.0,10,1294.64,0.05,3.4,12299.08
ORD-10422,2024-04-18 13:03:14.144838208,South,Store,Beauty,32.0,1,1215.03,0.15,5.0,1032.78
ORD-10423,2024-04-19 16:02:57.503852080,,Online,Furniture,27.0,9,3044.38,0.05,4.5,26029.45
ORD-10424,2024-04-20 19:02:40.862865944,South,Wholesale,Electronics,56.0,11,1589.97,0.15,4.6,14866.22
ORD-10425,2024-04-21 22:02:24.221879816,North,Online,Clothing,24.0,5,1581.67,0.1,3.0,7117.52
ORD-10426,2024-04-23 01:02:07.580893680,North,Online,Office Supplies,62.0,3,2898.76,0.0,3.2,8696.28
ORD-10427,2024-04-24 04:01:50.939907552,South,Store,Clothing,35.0,7,2615.9,0.05,4.6,17395.73
ORD-10428,2024-04-25 07:01:34.298921416,East,Store,Office Supplies,46.0,4,2200.38,0.15,3.8,7481.29
ORD-10429,2024-04-26 10:01:17.657935280,North,Online,Clothing,37.0,3,1500.45,0.1,3.7,4051.22
ORD-10430,2024-04-27 13:01:01.016949152,West,Online,Beauty,34.0,10,3564.9,0.1,4.1,32084.1
ORD-10431,2024-04-28 16:00:44.375963016,South,Online,Beauty,59.0,7,2094.73,0.2,3.1,11730.49
ORD-10432,2024-04-29 19:00:27.734976888,South,Online,Electronics,35.0,10,2210.24,0.1,4.4,19892.16
ORD-10433,2024-04-30 22:00:11.093990752,East,Online,Beauty,64.0,8,1671.67,0.1,3.9,12036.02
ORD-10434,2024-05-02 00:59:54.453004624,West,Online,Office Supplies,48.0,9,739.27,0.15,4.2,5655.42
ORD-10435,2024-05-03 03:59:37.812018488,South,Online,Furniture,35.0,9,798.93,0.05,3.5,6830.85
ORD-10436,2024-05-04 06:59:21.171032352,West,Online,Beauty,59.0,4,2105.23,0.0,4.2,8420.92
ORD-10437,2024-05-05 09:59:04.530046224,South,Store,Electronics,31.0,2,2093.87,0.05,3.4,3978.35
ORD-10438,2024-05-06 12:58:47.889060088,North,Online,Furniture,34.0,6,1620.0,0.1,4.5,8748.0
ORD-10439,2024-05-07 15:58:31.248073960,West,Online,Beauty,60.0,11,921.24,0.15,4.6,8613.59
ORD-10440,2024-05-08 18:58:14.607087824,West,Online,Furniture,27.0,10,718.76,0.1,4.5,6468.84
ORD-10441,2024-05-09 21:57:57.966101696,West,Store,Beauty,60.0,8,1554.11,0.05,4.2,11811.24
ORD-10442,2024-05-11 00:57:41.325115560,West,Online,Office Supplies,18.0,4,707.9,0.2,4.3,2265.28
ORD-10443,2024-05-12 03:57:24.684129432,South,Online,Office Supplies,18.0,3,2474.19,0.05,2.1,7051.44
ORD-10444,2024-05-13 06:57:08.043143296,North,Store,Furniture,24.0,9,2664.5,0.0,4.4,23980.5
ORD-10445,2024-05-14 09:56:51.402157160,East,Online,Electronics,47.0,5,3921.78,0.1,3.7,17648.01
ORD-10446,2024-05-15 12:56:34.761171032,East,Wholesale,Beauty,58.0,9,2458.74,0.05,4.0,21022.23
ORD-10447,2024-05-16 15:56:18.120184896,South,Wholesale,Electronics,58.0,3,1355.36,0.0,3.7,4066.08
ORD-10448,2024-05-17 18:56:01.479198768,East,Online,Electronics,47.0,6,1146.25,0.1,3.0,6189.75
ORD-10449,2024-05-18 21:55:44.838212632,South,Store,Electronics,48.0,9,200.0,0.1,3.5,1620.0
ORD-10450,2024-05-20 00:55:28.197226504,East,Online,Furniture,65.0,10,1353.83,0.2,4.3,10830.64
ORD-10451,2024-05-21 03:55:11.556240368,West,Online,Clothing,63.0,1,1667.27,0.0,4.8,1667.27
ORD-10452,2024-05-22 06:54:54.915254232,North,Online,Electronics,21.0,5,2525.86,0.15,3.5,10734.9
ORD-10453,2024-05-23 09:54:38.274268104,South,Store,Electronics,44.0,3,2258.7,0.15,3.3,5759.68
ORD-10454,2024-05-24 12:54:21.633281968,East,Wholesale,Clothing,35.0,9,2241.26,0.05,4.8,19162.77
ORD-10455,2024-05-25 15:54:04.992295840,North,Online,Electronics,24.0,9,1960.22,0.1,3.3,15877.78
ORD-10456,2024-05-26 18:53:48.351309704,East,Store,Furniture,56.0,8,2295.68,0.1,5.0,16528.9
ORD-10457,2024-05-27 21:53:31.710323576,West,Online,Beauty,44.0,9,,0.05,3.9,24672.73
ORD-10458,2024-05-29 00:53:15.069337440,West,Online,Beauty,49.0,4,1001.34,0.0,3.3,4005.36
ORD-10459,2024-05-30 03:52:58.428351304,East,Wholesale,Office Supplies,42.0,1,1457.02,0.15,4.5,1238.47
ORD-10460,2024-05-31 06:52:41.787365176,West,Store,Beauty,21.0,6,758.6,0.0,5.0,4551.6
ORD-10461,2024-06-01 09:52:25.146379040,South,Online,Beauty,59.0,1,3014.0,0.1,3.0,2712.6
ORD-10462,2024-06-02 12:52:08.505392912,South,Wholesale,Beauty,37.0,7,2772.65,0.05,4.9,18438.12
ORD-10463,2024-06-03 15:51:51.864406776,North,Online,Furniture,28.0,7,2364.21,0.15,3.7,14067.05
ORD-10464,2024-06-04 18:51:35.223420648,East,Online,Furniture,48.0,6,901.09,0.1,4.9,4865.89
ORD-10465,2024-06-05 21:51:18.582434512,South,Online,Clothing,32.0,10,1929.71,0.05,3.7,18332.24
ORD-10466,2024-06-07 00:51:01.941448384,West,Wholesale,Electronics,51.0,2,1624.02,0.2,2.9,2598.43
ORD-10467,2024-06-08 03:50:45.300462248,South,Online,Furniture,42.0,5,1860.62,0.05,4.2,8837.94
ORD-10468,2024-06-09 06:50:28.659476112,West,Wholesale,Furniture,39.0,11,1658.91,0.1,4.5,16423.21
ORD-10469,2024-06-10 09:50:12.018489984,North,Store,Beauty,22.0,3,2189.96,0.0,5.0,6569.88
ORD-10470,2024-06-11 12:49:55.377503848,North,Online,Beauty,27.0,11,1503.87,0.15,5.0,14061.18
ORD-10471,2024-06-12 15:49:38.736517720,South,Store,Furniture,59.0,1,2440.93,0.15,4.4,2074.79
ORD-10472,2024-06-13 18:49:22.095531584,North,Online,Clothing,64.0,1,1981.05,0.15,3.7,1683.89
ORD-10473,2024-06-14 21:49:05.454545456,South,Store,Office Supplies,44.0,3,1580.19,0.1,3.6,4266.51
