Customer_ID,Age,Annual_Income,Tenure_Months,Monthly_Spend,Support_Calls,Satisfaction_Score,Contract_Type,Internet_Service,Churn
20410,18,97357.0,14,2194.0,0,3.9,Annual,Fiber,0
20411,26,74293.0,71,2392.0,2,2.8,Monthly,DSL,0
20412,29,58309.0,8,1989.0,3,3.9,Monthly,DSL,0
20413,31,48924.0,58,903.0,1,2.6,Annual,DSL,0
20414,24,65206.0,63,1972.0,2,4.2,Annual,DSL,0
20415,18,59613.0,3,1971.0,3,4.6,Monthly,Fiber,0
20416,50,46729.0,43,2096.0,2,3.8,Monthly,Fiber,1
20417,64,101878.0,42,1806.0,2,1.9,Two Year,Fiber,0
20418,23,97133.0,26,1890.0,1,2.7,Two Year,Fiber,0
20419,32,85449.0,49,2172.0,3,4.1,Two Year,DSL,0
20420,42,48425.0,30,2510.0,3,3.6,Monthly,Fiber,1
20421,62,80390.0,32,1987.0,4,1.2,Annual,Fiber,0
20422,51,76513.0,32,1913.0,1,4.7,Annual,Fiber,0
20423,54,72966.0,58,2265.0,1,3.7,Monthly,Fiber,0
20424,45,87494.0,46,855.0,2,2.9,Monthly,None,0
20425,38,76437.0,28,2534.0,0,4.5,Two Year,Fiber,0
20426,27,78320.0,67,2200.0,2,3.0,Monthly,Fiber,0
20427,59,76464.0,58,2228.0,6,3.0,Annual,Fiber,1
20428,56,71134.0,68,2873.0,1,3.9,Annual,DSL,0
20429,19,32895.0,53,833.0,1,5.0,Annual,Fiber,0
20430,52,66505.0,29,818.0,1,5.0,Monthly,DSL,0
20431,22,54989.0,56,2392.0,1,3.9,Annual,Fiber,0
20432,53,41963.0,24,2195.0,2,4.0,Monthly,Fiber,0
20433,57,95273.0,20,2319.0,4,4.3,Annual,DSL,0
20434,24,96122.0,33,1877.0,1,2.5,Monthly,Fiber,0
20435,38,89466.0,70,2665.0,0,4.2,Annual,Fiber,0
20436,23,69594.0,41,2853.0,6,2.9,Annual,DSL,0
20437,45,89311.0,28,2539.0,0,3.9,Monthly,Fiber,0
20438,62,65217.0,34,2017.0,2,3.4,Monthly,Fiber,0
20439,21,68650.0,21,725.0,0,4.1,Annual,DSL,0
20440,37,45318.0,48,2738.0,2,3.7,Monthly,Fiber,0
20441,64,72146.0,26,3055.0,0,1.0,Monthly,Fiber,0
20442,32,66087.0,40,2651.0,2,3.8,Monthly,Fiber,0
20443,24,41552.0,27,1584.0,4,4.2,Two Year,DSL,0
20444,41,64078.0,24,2672.0,1,4.0,Annual,Fiber,0
20445,42,63565.0,70,2802.0,0,3.5,Monthly,Fiber,0
20446,49,97356.0,25,3291.0,4,5.0,Two Year,DSL,0
20447,33,81096.0,6,1587.0,3,3.9,Monthly,DSL,0
20448,63,65206.0,28,2041.0,3,4.0,Monthly,None,0
20449,43,69478.0,39,2723.0,1,4.5,Monthly,Fiber,0
20450,31,65796.0,7,2240.0,3,3.9,Monthly,Fiber,1
20451,64,61348.0,23,1418.0,2,2.8,Monthly,Fiber,0
20452,62,45516.0,12,2490.0,5,1.4,Annual,DSL,0
20453,41,62281.0,37,2605.0,5,3.2,Monthly,Fiber,0
20454,19,51570.0,53,2262.0,1,4.3,Annual,DSL,0
20455,46,42494.0,70,2354.0,1,3.3,Monthly,Fiber,0
20456,44,74202.0,29,2019.0,2,4.3,Monthly,DSL,0
20457,25,72043.0,63,3235.0,5,3.7,Monthly,DSL,0
20458,48,32839.0,16,1570.0,1,4.8,Annual,Fiber,0
20459,58,62792.0,57,1789.0,3,3.3,Annual,None,0
20460,23,82923.0,41,2208.0,4,4.0,Monthly,None,0
20461,52,84066.0,55,2815.0,5,4.1,Monthly,Fiber,1
20462,24,83465.0,55,1152.0,4,5.0,Monthly,Fiber,0
20463,53,65700.0,39,1283.0,2,2.1,Annual,DSL,0
20464,38,49789.0,19,774.0,0,3.2,Monthly,Fiber,0
20465,18,45493.0,38,2223.0,1,4.4,Annual,Fiber,0
20466,64,71203.0,60,1417.0,1,5.0,Monthly,Fiber,0
20467,25,71827.0,70,1931.0,0,3.8,Monthly,None,0
20468,46,88172.0,67,2663.0,1,3.3,Annual,Fiber,0
20469,26,84800.0,14,1751.0,2,4.3,Monthly,DSL,0
20470,62,62620.0,44,2362.0,1,4.4,Monthly,Fiber,0
20471,53,42604.0,8,1990.0,3,3.3,Two Year,Fiber,0
20472,56,59256.0,49,2670.0,1,3.9,Monthly,DSL,0
20473,38,68910.0,72,2533.0,3,4.7,Monthly,Fiber,1
20474,40,61363.0,4,1716.0,4,5.0,Monthly,Fiber,0
20475,48,54598.0,48,2082.0,2,4.3,Monthly,Fiber,1
20476,55,69552.0,69,2931.0,4,3.6,Annual,DSL,0
20477,58,55929.0,61,2475.0,3,3.6,Monthly,Fiber,0
20478,18,53695.0,29,1222.0,3,4.1,Two Year,Fiber,0
20479,49,70606.0,8,2659.0,1,3.5,Annual,Fiber,0
20480,23,57764.0,67,1441.0,2,3.8,Two Year,Fiber,0
20481,31,69394.0,67,3189.0,2,2.6,Annual,Fiber,0
20482,57,69918.0,42,2917.0,1,4.8,Two Year,Fiber,0
20483,30,44490.0,71,2403.0,5,2.6,Annual,Fiber,0
20484,56,56338.0,1,2310.0,3,3.2,Monthly,Fiber,0
20485,40,90880.0,45,2054.0,3,3.7,Monthly,DSL,0
20486,29,44083.0,3,2675.0,0,5.0,Annual,DSL,0
20487,34,26900.0,68,1940.0,5,3.2,Monthly,Fiber,1
20488,43,31487.0,49,2365.0,0,3.0,Annual,Fiber,0
20489,54,65524.0,66,2810.0,1,3.1,Monthly,Fiber,0
20490,47,65557.0,41,1807.0,1,5.0,Annual,None,0
20491,62,62883.0,6,1769.0,1,1.1,Monthly,Fiber,1
20492,59,86855.0,2,1364.0,1,2.7,Two Year,Fiber,1
20493,54,20000.0,25,1455.0,2,5.0,Monthly,Fiber,0
20494,46,72127.0,54,920.0,4,4.1,Monthly,Fiber,0
20495,31,93106.0,11,2711.0,3,2.6,Annual,Fiber,1
20496,37,44700.0,62,3466.0,4,3.6,Annual,Fiber,0
20497,23,58163.0,18,3198.0,2,3.7,Annual,DSL,0
20498,35,51448.0,36,1062.0,0,4.4,Two Year,DSL,0
20499,62,48902.0,15,2707.0,4,5.0,Monthly,DSL,0
20500,38,59127.0,34,3195.0,3,3.9,Annual,DSL,0
20501,23,90695.0,33,1880.0,1,3.1,Monthly,Fiber,0
20502,49,98073.0,1,2271.0,2,4.3,Monthly,None,0
20503,64,58953.0,41,794.0,2,3.0,Monthly,DSL,1
20504,59,99291.0,57,2387.0,2,2.7,Monthly,DSL,1
20505,31,65640.0,68,1456.0,1,2.0,Annual,DSL,0
20506,39,96566.0,24,2340.0,1,2.2,Annual,Fiber,0
20507,43,63321.0,64,1107.0,0,2.8,Monthly,Fiber,0
20508,29,67359.0,64,2580.0,1,2.5,Two Year,Fiber,0
20509,30,71579.0,72,2917.0,1,3.9,Monthly,Fiber,0
20510,29,122219.0,27,1652.0,3,2.5,Monthly,Fiber,0
20511,65,80323.0,62,1404.0,1,1.0,Annual,Fiber,0
20512,53,52269.0,41,691.0,1,2.7,Monthly,Fiber,0
20513,58,82442.0,5,2014.0,2,3.2,Monthly,None,0
20514,57,58487.0,20,1793.0,2,3.1,Annual,DSL,0
20515,64,56184.0,49,1114.0,3,5.0,Monthly,DSL,0
20516,23,81355.0,12,2517.0,1,3.0,Monthly,Fiber,0
20517,60,65560.0,32,1885.0,1,4.4,Annual,DSL,0
20518,21,70014.0,56,1447.0,2,3.6,Monthly,DSL,0
20519,40,65252.0,11,1812.0,0,3.6,Annual,DSL,0
20520,46,71058.0,36,2950.0,3,2.8,Annual,DSL,0
20521,35,72649.0,16,2622.0,0,3.5,Monthly,Fiber,0
20522,25,30135.0,39,2109.0,1,2.9,Monthly,Fiber,0
20523,27,76998.0,18,2633.0,3,3.8,Monthly,DSL,0
20524,57,47324.0,70,1387.0,0,3.4,Annual,None,0
20525,33,39039.0,6,2223.0,0,2.7,Monthly,Fiber,0
20526,32,63949.0,70,2303.0,2,4.5,Two Year,Fiber,0
20527,62,66512.0,58,1871.0,2,4.0,Monthly,Fiber,0
20528,24,52517.0,62,2505.0,1,3.2,Annual,Fiber,0
20529,61,79959.0,62,1654.0,6,3.7,Monthly,None,0
20530,62,40841.0,14,2557.0,6,3.5,Monthly,DSL,0
20531,46,57675.0,68,2586.0,4,2.8,Monthly,Fiber,0
20532,25,54472.0,43,500.0,3,3.7,Annual,Fiber,0
20533,25,64161.0,70,3033.0,4,3.0,Two Year,Fiber,0
20534,31,70020.0,64,500.0,4,2.7,Monthly,Fiber,0
20535,45,46858.0,42,1769.0,1,2.1,Monthly,Fiber,0
20536,25,78037.0,27,2918.0,2,3.3,Monthly,DSL,0
20537,39,66134.0,9,1978.0,3,4.1,Monthly,DSL,0
20538,23,30945.0,8,1174.0,1,3.0,Two Year,Fiber,1
20539,43,29745.0,29,1434.0,3,5.0,Two Year,DSL,0
20540,19,64778.0,59,2919.0,1,4.4,Two Year,DSL,0
20541,52,61023.0,37,855.0,2,4.8,Monthly,Fiber,0
20542,20,63138.0,35,2990.0,2,4.3,Monthly,DSL,0
20543,27,64496.0,18,2161.0,1,5.0,Annual,DSL,0
20544,26,69060.0,41,1365.0,3,2.9,Monthly,DSL,0
20545,57,82058.0,46,1792.0,6,1.3,Annual,Fiber,0
20546,20,45000.0,71,1488.0,1,3.2,Monthly,Fiber,0
20547,38,43905.0,53,2806.0,2,4.1,Monthly,Fiber,0
20548,46,45320.0,44,2713.0,3,3.7,Two Year,Fiber,0
20549,42,70201.0,66,997.0,2,3.8,Monthly,Fiber,0
20550,50,87409.0,31,1917.0,2,4.8,Two Year,DSL,0
20551,56,57236.0,68,1596.0,1,3.9,Monthly,Fiber,0
20552,36,20000.0,27,3105.0,1,4.3,Monthly,Fiber,0
20553,57,34328.0,10,1255.0,4,2.8,Monthly,None,1
20554,33,50005.0,31,3323.0,0,2.6,Monthly,Fiber,0
20555,65,54961.0,10,2177.0,1,5.0,Monthly,Fiber,0
20556,42,57649.0,9,1387.0,1,3.7,Monthly,DSL,0
20557,53,65694.0,64,1726.0,1,3.0,Annual,Fiber,0
20558,60,59389.0,58,1639.0,4,3.0,Two Year,Fiber,0
20559,56,83888.0,16,1308.0,1,3.0,Monthly,DSL,0
20560,58,52832.0,61,2266.0,2,3.0,Monthly,Fiber,0
20561,43,49478.0,5,1340.0,3,2.4,Monthly,Fiber,1
20562,20,73620.0,21,674.0,2,2.2,Annual,Fiber,1
20563,41,37358.0,51,1934.0,2,3.4,Annual,DSL,0
20564,26,72014.0,22,938.0,3,3.1,Monthly,Fiber,1
20565,60,66846.0,53,1673.0,2,4.6,Monthly,DSL,0
20566,29,62346.0,63,1564.0,1,3.9,Monthly,Fiber,0
20567,28,93589.0,5,1590.0,1,3.8,Monthly,DSL,0
20568,29,53800.0,2,3601.0,3,2.9,Monthly,Fiber,1
20569,48,102085.0,68,2239.0,5,3.5,Two Year,Fiber,0
20570,45,60942.0,38,2372.0,1,3.9,Monthly,Fiber,0
20571,63,42014.0,37,957.0,1,4.2,Monthly,DSL,0
20572,37,66259.0,34,1742.0,2,3.5,Monthly,Fiber,0
20573,31,45628.0,32,2351.0,2,4.6,Annual,Fiber,0
20574,20,51468.0,50,1483.0,1,3.6,Monthly,Fiber,0
20575,18,72147.0,42,2836.0,1,4.3,Monthly,Fiber,0
20576,35,75000.0,12,1358.0,3,3.2,Monthly,DSL,0
20577,62,53801.0,46,2000.0,2,2.0,Annual,Fiber,0
20578,43,82773.0,49,1790.0,2,3.8,Monthly,Fiber,0
20579,60,85835.0,9,2315.0,0,4.3,Two Year,Fiber,0
20580,22,90853.0,28,1752.0,0,4.1,Monthly,Fiber,0
20581,22,74529.0,57,2010.0,2,4.0,Monthly,Fiber,0
20582,58,89542.0,45,2035.0,1,3.3,Two Year,Fiber,0
20583,23,31146.0,10,1686.0,4,2.9,Annual,Fiber,1
20584,20,59278.0,3,2540.0,1,4.1,Monthly,None,0
20585,37,49394.0,42,2367.0,4,4.0,Annual,Fiber,0
20586,62,67146.0,34,2138.0,4,3.1,Monthly,DSL,0
20587,51,54714.0,70,1899.0,1,4.6,Monthly,Fiber,0
20588,22,62009.0,38,2758.0,0,2.8,Annual,Fiber,0
20589,58,98879.0,68,2035.0,1,3.1,Annual,Fiber,0
20590,58,61945.0,16,1985.0,3,5.0,Monthly,Fiber,1
20591,56,72448.0,33,2273.0,5,4.4,Annual,DSL,0
20592,61,60819.0,11,3388.0,3,3.3,Monthly,DSL,0
20593,29,66363.0,42,1262.0,2,3.9,Monthly,DSL,0
20594,65,65108.0,14,2739.0,2,3.7,Two Year,DSL,0
20595,33,73070.0,36,875.0,3,1.1,Monthly,Fiber,0
20596,56,85976.0,25,2352.0,3,2.8,Annual,Fiber,0
20597,45,94653.0,14,3303.0,4,,Annual,DSL,0
20598,55,70573.0,7,2542.0,1,3.3,Annual,Fiber,0
20599,48,75612.0,37,2319.0,2,3.8,Monthly,Fiber,0
20600,48,44284.0,69,1808.0,0,4.6,Two Year,None,0
20601,47,63418.0,15,2222.0,0,3.3,Annual,None,0
20602,55,81925.0,30,2024.0,1,2.6,Annual,DSL,0
20603,53,80587.0,17,1650.0,1,3.9,Monthly,Fiber,0
20604,24,68809.0,59,1997.0,2,3.3,Monthly,DSL,0
20605,57,80955.0,30,2339.0,2,3.5,Monthly,Fiber,1
20606,43,73834.0,71,1663.0,3,3.3,Monthly,Fiber,0
20607,33,86606.0,18,1636.0,3,5.0,Monthly,Fiber,0
20608,42,70208.0,6,1248.0,1,1.6,Annual,None,0
20609,64,58597.0,42,2474.0,0,3.3,Two Year,None,0
20610,59,71045.0,47,2582.0,2,3.6,Monthly,DSL,0
20611,58,20000.0,72,2362.0,0,2.9,Monthly,Fiber,0
20612,40,71892.0,63,2876.0,1,4.4,Annual,Fiber,0
20613,55,20000.0,64,2262.0,1,4.3,Monthly,Fiber,0
20614,36,33978.0,46,2474.0,2,3.6,Two Year,DSL,0
20615,50,73132.0,26,2413.0,1,3.4,Monthly,Fiber,0
20616,48,73596.0,31,2136.0,1,3.5,Monthly,Fiber,0
20617,29,44076.0,10,1828.0,1,3.5,Monthly,DSL,0
20618,30,52182.0,32,3750.0,1,3.5,Two Year,Fiber,0
20619,20,89670.0,27,1884.0,2,3.4,Monthly,DSL,0
20620,24,56287.0,3,1734.0,1,3.8,Annual,Fiber,0
20621,38,,15,2504.0,1,4.3,Monthly,DSL,0
20622,40,64965.0,39,2376.0,4,2.5,Monthly,Fiber,0
20623,25,72345.0,27,1217.0,1,2.7,Two Year,Fiber,0
20624,38,94104.0,72,2986.0,0,2.0,Monthly,Fiber,0
20625,47,67358.0,35,2134.0,0,4.4,Monthly,Fiber,0
20626,29,46958.0,70,1422.0,2,3.8,Monthly,DSL,0
20627,34,63025.0,48,3032.0,3,4.1,Two Year,Fiber,1
20628,35,64359.0,3,2638.0,1,2.3,Monthly,Fiber,0
20629,42,40435.0,15,1315.0,1,5.0,Monthly,DSL,0
20630,35,60395.0,51,3444.0,1,3.1,Two Year,Fiber,0
20631,53,51641.0,40,2661.0,1,3.8,Annual,DSL,0
20632,33,81638.0,22,2193.0,1,4.4,Two Year,DSL,0
20633,38,65623.0,38,3313.0,2,2.7,Annual,Fiber,0
20634,36,59910.0,66,2312.0,1,3.1,Annual,DSL,0
20635,26,63089.0,28,2180.0,2,3.8,Monthly,Fiber,1
20636,50,69016.0,4,1738.0,5,5.0,Monthly,Fiber,0
20637,29,76103.0,23,2607.0,3,3.9,Annual,Fiber,0
20638,32,47005.0,68,2534.0,2,5.0,Annual,DSL,0
20639,56,46251.0,55,2210.0,1,4.7,Two Year,DSL,0
20640,63,84884.0,61,1647.0,3,3.9,Annual,Fiber,0
20641,50,57578.0,66,2291.0,1,2.7,Monthly,None,0
20642,61,39497.0,9,2151.0,2,4.6,Monthly,Fiber,0
20643,59,72989.0,21,1267.0,1,2.3,Annual,DSL,0
20644,41,73341.0,5,1170.0,4,5.0,Monthly,DSL,0
20645,54,37447.0,1,2596.0,3,3.8,Annual,None,0
20646,33,69131.0,61,500.0,5,1.2,Annual,None,1
20647,40,78240.0,68,2344.0,1,3.3,Monthly,None,0
20648,43,71739.0,12,1865.0,4,4.2,Annual,Fiber,0
20649,64,76376.0,52,3116.0,2,3.4,Annual,DSL,0
20650,58,39723.0,39,1855.0,1,4.2,Two Year,DSL,0
20651,41,70959.0,5,2662.0,3,2.8,Monthly,DSL,0
20652,49,59553.0,66,1922.0,2,2.4,Annual,Fiber,0
20653,27,56310.0,63,2280.0,2,3.5,Monthly,None,0
20654,56,80670.0,41,2716.0,3,3.6,Monthly,Fiber,0
20655,44,91627.0,51,1876.0,1,3.3,Monthly,Fiber,0
20656,43,97299.0,29,2898.0,2,4.7,Two Year,Fiber,0
20657,54,88667.0,58,1504.0,1,2.8,Two Year,Fiber,0
20658,48,63025.0,33,2406.0,4,3.9,Monthly,DSL,1
20659,21,71349.0,72,2846.0,2,3.7,Annual,Fiber,0
20660,31,78803.0,5,2662.0,1,2.2,Monthly,DSL,1
20661,26,67181.0,13,3542.0,4,2.4,,DSL,0
20662,53,67354.0,70,1666.0,4,3.6,Monthly,Fiber,0
20663,19,79828.0,21,1235.0,3,5.0,Annual,DSL,0
20664,27,63933.0,23,1504.0,5,4.1,Monthly,Fiber,0
20665,46,51873.0,57,2662.0,4,2.0,Annual,DSL,1
20666,51,57539.0,14,2549.0,3,1.0,Monthly,None,0
20667,42,76410.0,37,2272.0,0,4.3,Annual,Fiber,0
20668,59,65054.0,21,1414.0,4,3.5,Annual,DSL,0
20669,62,71124.0,15,2737.0,1,4.6,Monthly,Fiber,1
20670,24,77061.0,70,1343.0,2,,Monthly,Fiber,0
20671,63,58253.0,15,3011.0,0,3.9,,DSL,0
20672,47,78612.0,7,4200.0,2,4.4,Annual,Fiber,0
20673,48,71819.0,49,2457.0,1,3.2,Monthly,DSL,0
20674,22,42773.0,63,2608.0,2,3.2,Monthly,Fiber,1
20675,47,90961.0,10,1855.0,0,3.6,Monthly,Fiber,1
20676,52,55987.0,51,933.0,1,4.1,Annual,DSL,0
20677,45,35208.0,39,1778.0,1,3.6,Annual,Fiber,0
20678,22,46189.0,60,1435.0,2,4.5,Monthly,DSL,0
20679,43,46621.0,10,1187.0,2,3.2,Annual,Fiber,0
20680,62,65939.0,71,3406.0,0,2.4,Annual,DSL,0
20681,52,,45,2391.0,2,5.0,Annual,DSL,0
20682,24,58937.0,61,2466.0,5,3.1,Monthly,Fiber,0
20683,64,76155.0,27,1984.0,5,3.1,Monthly,Fiber,1
20684,64,71118.0,68,2079.0,4,3.5,Monthly,Fiber,0
20685,26,70689.0,46,2875.0,0,3.7,Monthly,None,0
20686,56,72377.0,10,2177.0,0,3.3,Monthly,Fiber,0
20687,37,76090.0,67,2571.0,1,3.6,Monthly,Fiber,0
20688,46,27057.0,58,2063.0,3,3.6,Monthly,DSL,0
20689,39,58440.0,22,1960.0,1,3.8,Annual,Fiber,0
20690,55,25756.0,40,1215.0,2,1.5,Monthly,Fiber,0
20691,65,65649.0,28,816.0,2,5.0,Annual,Fiber,0
20692,56,64917.0,40,2017.0,3,3.5,Monthly,Fiber,1
20693,62,83820.0,70,2240.0,0,4.1,Annual,DSL,0
20694,63,86377.0,65,1300.0,1,2.4,Monthly,DSL,0
20695,22,68650.0,16,2176.0,2,3.2,Annual,None,0
20696,30,55994.0,70,2238.0,0,3.0,Annual,DSL,0
20697,52,73733.0,32,691.0,1,4.9,Monthly,Fiber,0
20698,46,55497.0,51,1559.0,1,3.1,Annual,Fiber,1
20699,20,64975.0,56,2485.0,2,4.3,Monthly,DSL,1
20700,22,82750.0,35,2471.0,0,3.0,Annual,None,0
20013,53,91567.0,32,890.0,2,2.7,Annual,DSL,0
20089,54,58556.0,68,2277.0,1,3.5,Monthly,None,0
20242,46,60455.0,64,3023.0,3,3.4,Two Year,DSL,0
20391,53,78812.0,58,1293.0,2,4.3,Annual,Fiber,0
